,movieId,imdbId,tmdbId,wikidataURI
4969,7579,0032943,43818,Q940014
4970,7581,0041386,24650,Q633008
4971,7584,0035567,20640,Q1212587
4972,7587,0062229,5511,Q618499
4973,7614,0048445,13936,Q2017333
4974,7615,0089015,294,Q430767
4975,7616,0086984,11507,Q1197501
4976,7618,0103939,10435,Q556967
4977,7619,0056241,1162,Q287536
4978,7620,0102467,34328,Q4301938
4979,7624,0105327,14684,Q40074
4980,7636,0105217,13937,Q1420108
4981,7646,0259153,14980,Q471214
4982,7647,0105017,26670,Q1158944
4983,7649,0120711,10940,Q797922
4984,7650,0063285,31965,Q1194311
4985,7657,0275773,5842,Q1759605
4986,7669,0112130,164721,
4987,7698,0078966,988,Q647599
4988,7700,0046268,204,Q465773
4989,7701,0100050,9356,Q1072661
4990,7702,0037536,32430,Q638085
4991,7704,0090927,16113,Q971630
4992,7705,0045012,33575,Q2031626
4993,7706,0020640,13913,Q547279
4994,7707,0102011,17956,Q127760
4995,7708,0061391,18209,Q934251
4996,7713,0034587,25508,Q1542184
4997,7714,0061439,18978,Q930372
4998,7716,0087635,27171,Q774450
4999,7720,0073012,12310,Q470584
5000,7727,0087951,37296,Q638547
5001,7728,0038854,25736,Q175018
5002,7730,0107529,25389,Q1539667
5003,7742,0094713,52794,Q2892144
5004,7743,0089114,9872,Q770020
5005,7745,0107617,19552,Q1193051
5006,7748,0059592,2786,Q938851
5007,7749,0062480,8075,Q1812267
5008,7753,0207805,26133,Q919128
5009,7756,0029850,10235,Q118976
5010,7757,0057197,11533,Q785555
5011,7762,0080297,140207,
5012,7766,0050613,3777,Q257818
5013,7767,0346336,11659,Q1217941
5014,7772,0039066,44098,Q1199711
5015,7773,0288439,16876,Q790010
5016,7781,0096321,77780,Q4424430
5017,7782,0108171,9545,Q962592
5018,7786,0187859,28030,Q3759719
5019,7789,0328802,1926,Q603857
5020,7792,0071970,17365,Q196936
5021,7802,0080120,11474,Q1122971
5022,7810,0146455,10916,Q175555
5023,7811,0146247,10921,Q797917
5024,7812,0121804,10941,Q797916
5025,7815,0092117,24798,Q3999842
5026,7820,0053976,11656,Q753141
5027,7822,0046085,25009,Q1122534
5028,7826,0039808,40092,Q1167551
5029,7831,0031047,14589,Q1271867
5030,7832,0037365,14594,Q1198499
5031,7833,0034172,14590,Q1196637
5032,7834,0027260,14588,Q1271874
5033,7835,0039853,14595,Q120626
5034,7839,0033852,20644,Q2450374
5035,7840,0031398,24965,Q760012
5036,7841,0287839,192936,
5037,7842,0142032,876,
5038,7843,0258760,1583,Q470585
5039,7844,0106936,17653,Q429444
5040,7845,0114720,11069,Q1433571
5041,7846,0259685,10829,Q1507513
5042,7879,0300274,57946,
5043,7882,0060841,29049,Q154249
5044,7883,0036027,27130,Q1633356
5045,7884,0102035,8468,Q1617999
5046,7888,0061791,22682,Q1037371
5047,7889,0070518,11577,Q1169098
5048,7891,0058700,21159,Q1242772
5049,7894,0067140,336,Q510657
5050,7895,0071249,11942,Q917403
5051,7896,0056412,36206,Q2140150
5052,7899,0072913,49636,Q2517492
5053,7900,0065738,3075,Q964239
5054,7916,0052847,43096,Q622049
5055,7920,0075936,14262,Q2017468
5056,7924,0041699,30368,Q678972
5057,7925,0051808,1059,Q39946
5058,7926,0057565,12493,Q244878
5059,7930,0105121,13122,Q27338
5060,7932,0235327,14273,Q5223193
5061,7934,0086637,11030,Q187423
5062,7936,0063611,26372,Q784465
5063,7937,0057611,11506,Q464651
5064,7938,0057358,29455,Q842067
5065,7939,0055499,11602,Q587498
5066,7940,0051365,29453,Q1078890
5067,7943,0038669,14638,Q205321
5068,7944,0058404,14703,Q1468943
5069,7951,0100260,20481,Q1024694
5070,7976,0209077,7090,Q80318
5071,7979,0064689,42632,Q1179100
5072,7980,0075784,5902,Q467053
5073,7981,0338564,10775,Q714057
5074,7982,0365376,4552,Q255260
5075,7983,0087003,12762,Q729026
5076,7984,0091083,14510,Q1469755
5077,7986,0102800,15618,Q1752886
5078,7987,0092906,24341,Q1150602
5079,7988,0120199,10690,Q749794
5080,7991,0072856,13282,Q647870
5081,7993,0052655,22642,Q2567687
5082,8008,0046807,18283,Q636534
5083,8010,0105159,13823,Q150949
5084,8011,0343168,14108,Q7774014
5085,8012,0199683,4291,Q1091097
5086,8014,0374546,113,Q494871
5087,8015,0064806,28476,Q149995
5088,8016,0068638,5916,Q471864
5089,8019,0308379,12205,Q1166240
5090,8024,0108327,27804,Q1538920
5091,8025,0124207,46187,Q1678442
5092,8033,0060522,3001,Q658847
5093,8035,0117658,39434,Q2299040
5094,8042,0070379,203,Q841335
5095,8043,0107247,38749,Q1148134
5096,8044,0023042,29740,Q944624
5097,8045,0093137,10652,Q585203
5098,8057,0056541,33632,Q7655230
5099,8092,0099612,3072,Q658170
5100,8093,0192657,10355,Q391544
5101,8094,0047849,14554,Q963045
5102,8117,0180748,250,Q1423329
5103,8118,0099399,19086,Q1184895
5104,8119,0090888,15392,Q979733
5105,8121,0366532,41277,Q1218528
5106,8125,0018455,631,Q431093
5107,8126,0057495,25504,Q1940924
5108,8128,0092593,1786,Q187276
5109,8131,0243508,210937,Q11885584
5110,8132,0104346,16219,Q1479218
5111,8136,0049363,48385,Q2860520
5112,8137,0054462,27545,Q2076723
5113,8138,0053611,22718,Q4817961
5114,8142,0221111,11315,Q1180884
5115,8143,0048308,35987,Q667755
5116,8147,0062794,29146,Q1067502
5117,8153,0049456,29592,Q1423854
5118,8154,0053779,439,Q18407
5119,8157,0193253,823,Q1689499
5120,8158,0102820,20289,Q2363464
5121,8167,0026174,16905,Q1425815
5122,8169,0092494,11548,Q1170818
5123,8183,0085478,38291,Q1753575
5124,8188,0047445,20532,Q2633405
5125,8189,0054494,2546,Q167905
5126,8190,0057840,42791,Q1852239
5127,8191,0064030,22522,Q910226
5128,8195,0053619,5165,Q514531
5129,8196,0065466,5722,Q886194
5130,8197,0052893,5544,Q283036
5131,8199,0046478,14696,Q1076605
5132,8207,0069947,4909,Q901140
5133,8225,0100258,19185,Q545417
5134,8228,0022111,28257,Q74315
5135,8232,0032617,20643,Q2409342
5136,8235,0014429,22596,Q778755
5137,8236,0049949,36786,Q280682
5138,8238,0067350,27459,Q3902621
5139,8239,0055601,4497,Q852841
5140,8241,0119630,25224,Q1907890
5141,8253,0079833,15371,Q608079
5142,8254,0106307,11044,Q260616
5143,8261,0075612,41662,Q669622
5144,8264,0073076,17346,Q2104352
5145,8266,0087957,13763,Q1754021
5146,8268,0107843,10498,Q577469
5147,8270,0100112,11796,Q784535
5148,8275,0017765,34847,Q1195904
5149,8290,0073396,32303,Q2721214
5150,8293,0105706,41779,Q1213378
5151,8302,0021890,42814,Q669068
5152,8327,0330229,870,Q260208
5153,8331,0033874,26319,Q2307466
5154,8335,0029192,41059,Q2607713
5155,8336,0035019,39871,Q1195357
5156,8337,0046816,10178,Q5435430
5157,8338,0039192,16391,Q252529
5158,8340,0079116,10734,Q496316
5159,8341,0040662,10949,Q645752
5160,8360,0298148,809,Q485983
5161,8361,0319262,435,Q14320
5162,8362,0350028,4599,Q1422400
5163,8363,0367085,12657,Q2575316
5164,8364,0367790,28219,Q2383324
5165,8366,0332375,13193,Q1474127
5166,8368,0304141,673,Q102448
5167,8369,0297284,16617,Q1358271
5168,8370,0363226,246,Q148330
5169,8371,0296572,2789,Q471976
5170,8372,0356634,8920,Q568928
5171,8373,0327162,9890,Q1212768
5172,8375,0391225,26254,Q7741106
5173,8376,0374900,8193,Q1133772
5174,8378,0101746,26142,Q2624506
5175,8379,0085461,42122,Q620731
5176,8380,0106877,65137,Q1194785
5177,8382,0093175,35151,Q3209906
5178,8383,0314431,21544,Q596646
5179,8385,0055100,40894,Q1305072
5180,8387,0110857,11546,Q924756
5181,8391,0077235,18387,Q2140490
5182,8402,0099166,52560,Q2004999
5183,8405,0063759,18333,Q918111
5184,8410,0047542,18398,Q1041834
5185,8424,0020827,80708,Q917469
5186,8425,0100129,76516,Q4415206
5187,8426,0093871,33441,Q1628801
5188,8427,0078766,47819,Q4745667
5189,8446,0041841,18712,Q1143339
5190,8447,0047577,831,Q1754658
5191,8450,0027300,37658,Q1305647
5192,8451,0047885,26516,Q1215931
5193,8454,0170259,10573,Q570526
5194,8456,0065889,26451,Q1299410
5195,8458,0039040,54568,Q1627707
5196,8459,0041452,28571,Q1141493
5197,8461,0036777,123665,Q947958
5198,8462,0046963,43336,Q1213652
5199,8463,0040495,62000,Q1439574
5200,8464,0390521,9372,Q738662
5201,8465,0033774,41495,Q1185386
5202,8477,0056119,662,Q451434
5203,8481,0032851,43805,Q545243
5204,8482,0037988,16559,Q1167299
5205,8484,0053114,31217,Q110818465
5206,8487,0054188,19414,Q2698658
5207,8491,0042041,15794,Q607337
5208,8492,0044008,13188,Q1058952
5209,8493,0100133,12651,Q653281
5210,8494,0059037,886,Q499680
5211,8495,0204137,9791,Q2712834
5212,8500,0071565,38582,Q251335
5213,8501,0091209,9542,Q1536239
5214,8502,0044030,17820,Q2556456
5215,8506,0289944,37696,Q5439352
5216,8507,0022913,136,Q1133723
5217,8511,0008133,47653,Q1070468
5218,8512,0075222,10970,Q834385
5219,8518,0020641,42812,Q185214
5220,8521,0022835,3019,Q830778
5221,8526,0327437,10204,Q156519
5222,8528,0364725,9472,Q908473
5223,8529,0362227,594,Q318766
5224,8530,0377752,8981,Q1823840
5225,8531,0381707,12153,Q575848
5226,8532,0348593,1944,Q1766420
5227,8533,0332280,11036,Q223374
5228,8534,0338512,1997,Q231998
5229,8535,0352277,15237,Q595612
5230,8542,0028772,11939,Q1214749
5231,8571,0064100,26520,Q2731768
5232,8574,0272045,21386,Q4655958
5233,8575,0243135,24908,Q3220367
5234,8577,0342213,25783,Q1113329
5235,8578,0339840,8991,Q1810314
5236,8580,0099851,23378,
5237,8581,0168122,3293,Q500279
5238,8582,0104810,36947,Q1214005
5239,8587,0230512,61487,Q6797857
5240,8588,0250468,14365,Q1395306
5241,8591,0087910,10606,Q1170100
5242,8593,0104573,16136,Q642419
5243,8596,0078163,6081,Q1142181
5244,8600,0029870,13696,Q524997
5245,8601,0024803,44494,Q613216
5246,8604,0152930,2330,Q726215
5247,8605,0295721,2334,Q277648
5248,8607,0388473,13398,Q917278
5249,8609,0014341,701,Q1199039
5250,8610,0086873,10631,Q2299189
5251,8611,0039370,43466,Q262783
5252,8614,0093693,10780,Q1539658
5253,8617,0053622,23724,Q652069
5254,8620,0056732,29264,Q332427
5255,8622,0361596,1777,Q221852
5256,8623,0093886,11584,Q1787875
5257,8626,0059125,26811,Q1617364
5258,8632,0217788,161080,Q47090809
5259,8633,0087597,11884,Q1888138
5260,8636,0316654,558,Q190145
5261,8638,0381681,80,Q652186
5262,8640,0349683,9477,Q337090
5263,8641,0357413,8699,Q467076
5264,8643,0356470,11247,Q276415
5265,8644,0343818,2048,Q200572
5266,8645,0390221,436,Q1324641
5267,8650,0056196,43004,Q2320191
5268,8656,0095468,10754,Q72325
5269,8665,0372183,2502,Q156608
5270,8666,0327554,314,Q115760
5271,8667,0359423,18923,Q954703
5272,8670,0023563,12206,Q701551
5273,8677,0032475,68064,Q3746399
5274,8684,0049902,15244,Q2385009
5275,8685,0047216,62395,Q56217
5276,8690,0069280,24559,Q648299
5277,8695,0039169,27437,Q2060027
5278,8711,0040613,32294,Q1704776
5279,8712,0029284,41463,Q589729
5280,8713,0093744,19051,Q1215150
5281,8714,0038776,43485,Q584824
5282,8718,0040806,62694,Q659843
5283,8720,0103007,53287,Q1022401
5284,8724,0057091,1040,Q596623
5285,8727,0072848,5122,Q281296
5286,8730,0243609,1783,Q927456
5287,8738,0055572,31522,Q2625031
5288,8743,0090729,22976,Q1192536
5289,8748,0057171,42801,Q523624
5290,8753,0346091,41316,Q7897309
5291,8754,0064840,5179,Q667764
5292,8755,0173772,53198,Q2550265
5293,8765,0035432,16703,Q1215110
5294,8771,0039017,20408,Q2651105
5295,8772,0059749,13580,Q1197022
5296,8773,0035317,18706,Q255314
5297,8774,0038259,34327,Q1212662
5298,8778,0038494,20417,Q151994
5299,8781,0368008,14462,Q3589
5300,8782,0167456,14623,Q1506377
5301,8783,0368447,6947,Q465227
5302,8784,0333766,401,Q59931
5303,8795,0275083,23305,Q488321
5304,8796,0060438,17768,Q1971276
5305,8798,0369339,1538,Q110203
5306,8799,0361841,14846,Q1212304
5307,8800,0345061,2577,Q1105584
5308,8804,0096336,41975,Q1306392
5309,8807,0366551,11282,Q607643
5310,8808,0368933,11130,Q696096
5311,8809,0337960,14389,Q3430722
5312,8810,0370263,395,Q155163
5313,8813,0361309,23601,Q1604555
5314,8814,0364751,10762,Q1632935
5315,8815,0204313,11026,Q1337485
5316,8827,0083652,20120,Q4908575
5317,8830,0366174,11237,Q483591
5318,8831,0324127,8080,Q952125
5319,8832,0374330,14797,Q3174281
5320,8833,0241025,11632,Q1046841
5321,8835,0338325,15644,Q77009
5322,8836,0324554,11208,Q603494
5323,8838,0071115,16153,Q916431
5324,8840,0063803,42694,Q2575227
5325,8844,0078763,42164,Q2417978
5326,8848,0046521,12548,Q18399
5327,8860,0337921,9759,Q327312
5328,8861,0318627,1577,Q161400
5329,8864,0339412,16232,Q6928371
5330,8865,0346156,5137,Q669628
5331,8866,0360201,11823,Q660699
5332,8869,0361620,13969,Q997850
5333,8870,0356618,10145,Q360243
5334,8873,0318462,1653,Q309246
5335,8874,0365748,747,Q858724
5336,8875,0044509,84214,Q1737875
5337,8879,0071877,4176,Q3241699
5338,8880,0089560,11177,Q929647
5339,8894,0076504,12707,Q647316
5340,8905,0103594,1492,Q190765
5341,8906,0078935,8689,Q832093
5342,8907,0307453,10555,Q120367
5343,8908,0349710,11128,Q1386388
5344,8910,0356721,1599,Q695389
5345,8911,0361696,14024,Q258847
5346,8912,0316732,11045,Q1516852
5347,8914,0390384,14337,Q1434995
5348,8915,0368658,26108,Q256037
5349,8916,0358135,4380,Q72450
5350,8917,0372588,3989,Q907640
5351,8918,0349416,16358,Q596891
5352,8919,0380609,25313,Q1550266
5353,8920,0046874,2438,Q1305029
5354,8921,0048563,65550,Q634694
5355,8928,0061655,3053,Q834530
5356,8933,0090985,18499,Q1197742
5357,8934,0103783,36616,Q5004987
5358,8937,0390022,13416,Q1156648
5359,8938,0390538,1435,Q1373080
5360,8939,0364343,11099,Q705343
5361,8943,0340012,18701,Q814790
5362,8946,0252028,15566,Q543163
5363,8947,0391198,1970,Q310204
5364,8948,0375173,8849,Q1356395
5365,8949,0375063,9675,Q675937
5366,8950,0361862,4553,Q845252
5367,8951,0383694,11109,Q916645
5368,8952,0365183,48678,Q5432300
5369,8954,0396705,126148,Q21035796
5370,8955,0360130,16131,Q571309
5371,8957,0387564,176,Q486239
5372,8958,0350258,1677,Q797242
5373,8959,0337876,10740,Q865907
5374,8961,0317705,9806,Q213326
5375,8964,0274407,47959,Q302403
5376,8965,0338348,5255,Q862197
5377,8966,0362269,11184,Q83656
5378,8967,0387575,11249,Q925421
5379,8968,0367479,10589,Q389151
5380,8969,0317198,9801,Q843612
5381,8970,0308644,866,Q208204
5382,8972,0368891,2059,Q309366
5383,8973,0275491,140,Q844819
5384,8974,0345950,11836,Q579928
5385,8977,0346491,1966,Q162277
5386,8978,0388419,13673,Q957894
5387,8979,0390299,174787,
5388,8981,0376541,2288,Q212098
5389,8982,0327919,15397,Q2482907
5390,8983,0385004,9550,Q369388
5391,8984,0349903,163,Q504053
5392,8985,0359013,36648,Q217008
5393,8987,0403910,33377,
5394,8989,0051516,41253,Q5212720
5395,8998,0072272,33740,Q3046393
5396,9004,0088979,16248,Q537834
5397,9005,0106912,15613,Q1740909
5398,9008,0032635,28421,Q1197712
5399,9010,0364517,8424,Q371278
5400,9018,0391024,18889,Q2317562
5401,25746,0014142,18987,Q288425
5402,25750,0015324,992,Q1569918
5403,25752,0015841,42359,Q2482628
5404,25753,0015881,1405,Q690583
5405,25757,0018037,939,Q465087
5406,25769,0019421,25768,Q1365572
5407,25771,0020530,626,Q190575
5408,25773,0021079,27899,Q1199222
5409,25782,0022718,48365,Q1989547
5410,25788,0023427,877,Q471306
5411,25795,0023948,39130,Q722648
5412,25797,0024069,31511,Q1519422
5413,25805,0024844,43904,Q780016
5414,25825,0027652,14615,Q884223
5415,25826,0027884,31773,Q375578
5416,25827,0027996,24807,Q475529
5417,25833,0028683,43874,Q1213755
5418,25834,0028691,16515,Q241876
5419,25841,0029604,43864,Q1020603
5420,25850,0030241,16274,Q528473
5421,25855,0031867,37698,Q1219927
5422,25856,0032145,3084,Q1140611
5423,25865,0032701,17801,Q1168233
5424,25870,0033712,38914,Q583525
5425,25886,0035238,22387,Q339425
5426,25887,0035415,27655,Q749755
5427,25898,0036506,41391,Q1754532
5428,25905,0037077,42879,Q2589831
5429,25906,0037094,43307,Q1169497
5430,25923,0038574,14320,Q1282209
5431,25927,0038991,20246,Q978770
5432,25937,0040308,29380,Q957893
5433,25940,0040525,3766,Q1214303
5434,25946,0040876,41609,Q1218111
5435,25947,0040919,33115,Q578061
5436,25952,0041587,45578,Q988004
5437,25959,0042200,25209,Q1263921
5438,25962,0042646,43388,Q1471671
5439,25963,0042804,800,Q572522
5440,25996,0047522,3111,Q1305622
5441,25999,0047677,28696,Q1138349
5442,26002,0048393,44026,Q1877554
5443,26003,0048434,803,Q706373
5444,26038,0052278,43137,Q1781998
5445,26048,0053115,34528,Q115536959
5446,26052,0053168,690,Q664726
5447,26059,0054144,36872,Q2714058
5448,26073,0055233,34530,Q4659647
5449,26078,0055728,17185,Q1631150
5450,26082,0056058,14537,Q1584406
5451,26084,0056262,13671,Q762649
5452,26085,0056264,11085,Q59084
5453,26095,0056905,52705,Q3231270
5454,26116,0058213,10299,Q631947
5455,26122,0058430,3763,Q1190090
5456,26124,0058530,7348,Q2562723
5457,26131,0058946,17295,Q784812
5458,26133,0059026,13187,
5459,26142,0059418,29715,Q1811900
5460,26147,0059798,42731,Q1622379
5461,26150,0060107,895,Q503046
5462,26151,0060138,20108,Q228937
5463,26152,0060153,2661,Q810857
5464,26158,0060802,789,Q738526
5465,26159,0061101,45706,Q128320
5466,26169,0061882,17905,Q729671
5467,26171,0062136,10227,Q1454574
5468,26172,0062138,26039,Q595047
5469,26176,0062374,41212,Q144521
5470,26183,0062687,9929,Q536756
5471,26184,0062759,20873,Q1999930
5472,26195,0063665,50789,Q2756585
5473,26198,0063829,27983,Q1183266
5474,26225,0065772,2860,Q1094852
5475,26231,0066214,26606,Q733968
5476,26236,0066565,20848,Q2306068
5477,26237,0066601,2998,Q139078
5478,26242,0067023,839,Q583407
5479,26249,0067355,9394,Q598709
5480,26258,0067866,13041,Q477782
5481,26265,0068503,18250,Q1215887
5482,26283,0069865,27331,Q860287
5483,26285,0069945,1410,Q506580
5484,26303,0070698,22307,Q1216160
5485,26308,0070842,21035,Q166960
5486,26313,0071269,32044,Q1089719
5487,26317,0071464,24402,Q1313289
5488,26322,0071571,16246,Q2597924
5489,26326,0071615,8327,Q1640076
5490,26340,0072901,9385,Q748186
5491,26344,0073018,10711,Q1322784
5492,26347,0073179,43430,Q913426
5493,26350,0073580,9652,Q828725
5494,26357,0073820,38783,Q3998814
5495,26359,0074084,3870,Q124697
5496,26365,0074559,10640,Q1475648
5497,26366,0074605,33324,Q1752675
5498,26375,0075223,11558,Q501374
5499,26386,0076141,12535,Q1449248
5500,26391,0076451,12637,Q743367
5501,26394,0076843,61280,Q451558
5502,26399,0077559,13481,Q3828759
5503,26401,0077655,13514,Q2227506
5504,26409,0078062,98851,Q2030808
5505,26413,0078252,11537,Q225175
5506,26422,0079261,10654,Q757156
5507,26429,0079489,18966,Q1823738
5508,26444,0081874,64353,
5509,26453,0083480,149645,Q4000816
5510,26464,0085255,6341,Q1171141
5511,26467,0085404,7012,Q738462
5512,26471,0085474,15251,Q3296572
5513,26472,0085482,17435,Q1446886
5514,26492,0086491,15301,Q1330737
5515,26498,0086994,63418,Q2922980
5516,26504,0087065,48677,Q3822411
5517,26510,0087225,1884,Q1383257
5518,26523,0088117,27414,Q1438893
5519,26524,0088275,33138,Q1772403
5520,26527,0088461,8221,Q2060452
5521,26528,0088727,17663,Q264901
5522,26539,0089006,12615,Q1790910
5523,26542,0089110,10372,Q738360
5524,26547,0089374,9056,Q594033
5525,26554,0089869,10176,Q1933990
5526,26555,0090056,9080,Q1474279
5527,26562,0090319,16082,Q1345242
5528,26564,0090557,14670,Q576371
5529,26567,0090856,26555,Q1103061
5530,26578,0091670,24657,Q281988
5531,26585,0092263,11471,Q641346
5532,26587,0092337,,
5533,26590,0093066,17421,Q3221930
5534,26593,0093171,22572,Q1769344
5535,26599,0093412,4043,Q478076
5536,26603,0093777,8852,Q601013
5537,26606,0093978,30421,Q300356
5538,26612,0094357,18305,Q787091
5539,26614,0094791,8677,Q392783
5540,26622,0095050,49314,Q1237683
5541,26629,0095444,16296,Q2171744
5542,26630,0095655,13192,Q44396
5543,26631,0095715,18917,Q1283391
5544,26645,0096386,4271,Q638315
5545,26649,0096639,13057,
5546,26662,0097814,16859,Q196602
5547,26676,0099018,25943,Q288628
5548,26680,0099329,9768,Q179746
5549,26681,0099426,11909,Q1004410
5550,26686,0099654,10485,Q918689
5551,26693,0099864,2670,Q1131225
5552,26694,0099902,41821,Q1299823
5553,26695,0099951,21344,Q12125426
5554,26696,0100029,9399,Q581960
5555,26700,0100280,11131,Q275530
5556,26701,0100339,14571,Q497306
5557,26704,0100685,1662,Q1636538
5558,26712,0101254,20562,Q104535424
5559,26713,0101258,18311,Q1306553
5560,26717,0101420,1483,Q374207
5561,26726,0101786,25330,Q784704
5562,26729,0102015,4539,Q1962835
5563,26732,0102164,12776,Q19322
5564,26736,0102293,17467,Q1815016
5565,26741,0102395,34376,Q1580539
5566,26743,0102587,15080,Q1045889
5567,26745,0102609,6463,Q1168292
5568,26750,0102744,9588,Q1544448
5569,26761,0103516,215993,
5570,26764,0103923,13995,Q1035093
5571,26765,0103950,11198,Q698327
5572,26776,0104652,11621,Q498375
5573,26777,0104663,47714,Q647997
5574,26778,0104670,19087,Q1961863
5575,26782,0104802,40082,Q1888182
5576,26791,0105391,31962,Q538438
5577,26792,0105402,22590,Q1360398
5578,26796,0105682,48150,Q594151
5579,26797,0105764,41778,Q24258
5580,26810,0106341,14135,Q798641
5581,26812,0106356,27678,Q4103652
5582,26819,0106950,12088,Q612373
5583,26828,0107612,19371,Q283816
5584,26838,0108170,12664,Q1718298
5585,26840,0108188,7500,Q1339178
5586,26849,0108941,13519,
5587,26854,0109552,18998,Q1166265
5588,26861,0109838,17796,Q2701543
5589,26865,0110200,17809,Q1001759
5590,26870,0110442,11067,Q1213625
5591,26871,0110612,10486,Q1156953
5592,26875,0110917,19223,Q2698959
5593,26887,0112040,152426,Q625770
5594,26900,0113556,51038,Q11871874
5595,26901,0113617,30718,Q1170521
5596,26903,0113824,37797,Q842292
5597,26913,0114563,12613,Q929998
5598,26928,0115940,37563,Q1779486
5599,26940,0116835,30330,Q7746316
5600,26947,0117407,2061,Q316761
5601,26958,0118308,12254,Q2565731
5602,26965,0118760,16992,Q726555
5603,26974,0119237,18415,Q332334
5604,26985,0119794,8765,Q761423
5605,26999,0120131,9732,Q191803
5606,27002,0120570,30983,
5607,27003,0120604,5470,Q818607
5608,27006,0120801,50008,Q1093425
5609,27008,0120860,12095,Q950700
5610,27020,0123865,14533,Q429557
5611,27022,0124901,9812,Q16516
5612,27032,0127357,8697,Q847530
5613,27036,0130414,7096,
5614,27074,0145600,27260,Q4958386
5615,27075,0146402,11508,Q352828
5616,27105,0158131,23356,Q4516414
5617,27124,0161292,17985,Q598865
5618,27134,0164961,9597,Q935331
5619,27140,0165662,12485,Q536289
5620,27155,0169590,17074,Q176376
5621,27156,0169858,18491,Q1151814
5622,27176,0177262,29587,Q1492937
5623,27178,0177858,3716,Q494719
5624,27186,0181627,21348,Q605620
5625,27193,0183869,2332,Q756572
5626,27246,0206036,28031,Q1247309
5627,27251,0207275,110147,
5628,27255,0209463,43423,Q1198097
5629,27266,0212712,844,Q164702
5630,27306,0230025,53048,Q3635302
5631,27311,0233298,16234,Q1573706
5632,27317,0235198,11075,Q565130
5633,27320,0235618,16171,Q1219091
5634,27328,0239655,36246,Q6898615
5635,27329,0239894,17208,Q7134311
5636,27368,0250223,2899,Q737904
5637,27369,0250440,44756,Q3561531
5638,27370,0250491,18088,Q3282812
5639,27373,0250934,20536,Q248088
5640,27397,0260991,2440,Q202681
5641,27408,0265651,10955,Q2031752
5642,27416,0269389,10978,Q340058
5643,27420,0270688,81540,Q323771
5644,27426,0271946,11847,Q770074
5645,27434,0273517,11056,Q1166269
5646,27441,0275230,919,Q885189
5647,27450,0276830,10046,Q1091350
5648,27473,0283877,10726,Q466533
5649,27478,0284837,9298,Q1758119
5650,27480,0285005,13899,Q430245
5651,27482,0285492,437,Q1132912
5652,27491,0286751,27324,Q196184
5653,27513,0290661,9025,Q872281
5654,27523,0293715,11178,Q483166
5655,27537,0298482,10981,Q2662206
5656,27539,0298504,10918,Q194248
5657,27549,0301167,36222,Q370471
5658,27555,0302585,13984,Q576373
5659,27563,0304262,16184,Q587394
5660,27584,0308152,11427,Q1180803
5661,27592,0310775,4689,Q483849
5662,27595,0311361,16209,Q6188112
5663,27604,0312843,12720,Q1156769
5664,27611,0314979,206216,
5665,27618,0318081,10077,Q300566
5666,27619,0318403,11430,Q223217
5667,27627,0320193,26955,Q487216
5668,27644,0323807,38970,Q1229069
5669,27660,0328832,55931,Q335340
5670,27664,0330099,12703,Q263455
5671,27667,0330500,32250,Q1537480
5672,27674,0331811,9282,Q171582
5673,27683,0334541,10891,Q1749311
5674,27685,0334965,12540,Q535505
5675,27689,0337103,60672,Q1219184
5676,27692,0337824,24241,Q2049232
5677,27695,0337930,11556,Q477495
5678,27704,0338763,3177,Q798199
5679,27705,0339135,19277,Q1355015
5680,27706,0339291,11774,Q116905
5681,27708,0340477,19341,Q1601950
5682,27716,0342492,4972,Q690651
5683,27721,0344510,2841,Q936425
5684,27722,0345549,11606,Q2706213
5685,27728,0347246,12140,Q1058469
5686,27731,0347618,15370,Q51543
5687,27741,0351817,12496,Q94033
5688,27744,0352343,29987,Q471551
5689,27746,0353489,10361,Q1524996
5690,27751,0355987,36763,
5691,27762,0361462,25757,Q5151735
5692,27768,0363532,21200,Q964012
5693,27769,0363579,40876,Q1253219
5694,27772,0364385,11838,Q730555
5695,27773,0364569,670,Q475693
5696,27776,0365190,25500,Q953545
5697,27778,0365265,12583,Q74014
5698,27784,0366292,9694,Q1532993
5699,27788,0366627,9667,Q465607
5700,27790,0366777,13373,Q1854561
5701,27793,0367093,10304,Q1853270
5702,27801,0368909,9316,Q831437
5703,27802,0369060,11647,Q767751
5704,27803,0369702,1913,Q593615
5705,27808,0371246,2539,Q1367647
5706,27815,0372824,5528,Q721158
5707,27816,0373283,10105,Q658558
5708,27820,0373861,1114,Q152090
5709,27821,0373926,179,Q472313
5710,27822,0374102,83,Q794151
5711,27826,0374277,55177,Q2628332
5712,27829,0375073,26766,Q7538789
5713,27830,0375104,24747,Q888581
5714,27831,0375912,4836,Q969059
5715,27834,0376968,11190,Q385494
5716,27837,0377062,11866,Q627614
5717,27838,0377091,12281,Q1886026
5718,27839,0377109,10320,Q468253
5719,27846,0379225,11420,Q1475460
5720,27850,0379593,3396,Q16956255
5721,27865,0384819,5889,Q2733515
5722,27866,0385017,1126,Q1809132
5723,27869,0386064,11658,Q494410
5724,27873,0387412,11401,Q1321023
5725,27878,0388789,1392,Q1494865
5726,27879,0388888,1843,Q3025746
5727,27882,0389326,291,Q2151877
5728,27899,0399877,8357,Q1753580
5729,27904,0405296,3509,Q300547
5730,27905,0405821,11662,Q1048319
5731,27912,0418038,13372,Q1297969
